'CUSTOMERID',TRANSACTIONDATE,'EMPLOYEEID','AMOUNT','DESCRIPTION','REFERENCE'
19417,'2003-05-13',51512,3165.19,'Order was shipped',23209
19418,'2003-06-18',15293,-3886,'Single/final payment for purchase',23210
19418,'2003-05-16',87295,3886,'Order was shipped',23210
19419,'2003-05-18',15293,5361.24,'Order was shipped',23211
19419,'2003-06-18',15293,-5361.23,'Single/final payment for purchase',23211
19420,'2003-08-07',34192,-955.27,'Monthly payment #3',23212
19420,'2003-04-05',51512,3340,'Order was shipped',23212
19420,'2003-06-05',29387,-1192.37,'Monthly payment #1',23212
19420,'2003-07-07',29387,-1192.36,'Monthly payment #2',23212
19421,'2003-05-06',89097,3165.19,'Order was shipped',23213
19421,'2003-06-07',34192,-3165.19,'Single/final payment for purchase',23213
19422,'2003-05-21',51512,3724.99,'Order was shipped',23214
19422,'2003-06-24',34192,-3724.98,'Single/final payment for purchase',23214
19423,'2003-05-25',87295,4531.6,'Order was shipped',23215
19423,'2003-06-28',34192,-4531.62,'Single/final payment for purchase',23215
19424,'2003-04-15',89097,3304,'Order was shipped',23216
19424,'2003-05-16',34192,-3304,'Single/final payment for purchase',23216
19425,'2003-05-04',51512,5668.6,'Order was shipped',23217
19425,'2003-06-09',34192,-5668.62,'Single/final payment for purchase',23217
19426,'2003-07-12',34192,-4410,'Single/final payment for purchase',23218
19426,'2003-06-10',87295,4410,'Order was shipped',23218
19427,'2003-04-21',89097,2831.49,'Order was shipped',23219
19427,'2003-05-26',34192,-2831.49,'Single/final payment for purchase',23219
19428,'2003-04-15',87295,3630.69,'Order was shipped',23220
19428,'2003-05-15',34192,-3630.69,'Single/final payment for purchase',23220
19429,'2003-06-21',87295,-763.42,'Monthly payment #1',23221
19429,'2003-10-22',46583,-809.8,'Monthly payment #5',23221
19429,'2003-09-20',34192,-809.79,'Monthly payment #4',23221
19429,'2003-07-19',89097,-809.79,'Monthly payment #2',23221
19429,'2003-04-20',51512,4002.59,'Order was shipped',23221
19429,'2003-08-18',87295,-809.79,'Monthly payment #3',23221
19430,'2003-04-23',51512,3952.44,'Order was shipped',23222
19430,'2003-05-24',46583,-3952.44,'Single/final payment for purchase',23222
19431,'2003-07-26',46583,-594.12,'Monthly payment #1',23223
19431,'2003-10-29',98766,-594.12,'Monthly payment #4',23223
19431,'2003-11-27',34192,-560.0001,'Monthly payment #5',23223
19431,'2003-04-25',51512,2936.49,'Order was shipped',23223
19431,'2003-09-27',98766,-594.12,'Monthly payment #3',23223
19431,'2003-08-26',34192,-594.12,'Monthly payment #2',23223
19432,'2003-04-08',87295,4099.99,'Order was shipped',23224
19432,'2003-05-12',34192,-4099.98,'Single/final payment for purchase',23224
19433,'2003-06-12',87295,3125.49,'Order was shipped',23225
19433,'2003-07-15',34192,-3125.48,'Single/final payment for purchase',23225
19434,'2003-05-18',15293,3724.99,'Order was shipped',23226
19434,'2003-06-20',34192,-3724.98,'Single/final payment for purchase',23226
19435,'2003-05-07',34192,-3895,'Single/final payment for purchase',23227
19435,'2003-04-04',51512,3895,'Order was shipped',23227
19436,'2003-04-21',87295,2974.39,'Order was shipped',23228
19436,'2003-05-28',34192,-2974.38,'Single/final payment for purchase',23228
19437,'2003-04-26',29387,2742.8,'Order was shipped',23229
19437,'2003-05-30',34192,-2742.8,'Single/final payment for purchase',23229
19438,'2003-04-10',51512,4048.97,'Order was shipped',23230
19438,'2003-05-10',34192,-4048.97,'Single/final payment for purchase',23230
19439,'2003-08-19',89097,-1004.99,'Monthly payment #1',23231
19439,'2003-09-20',51512,-1004.99,'Monthly payment #2',23231
19439,'2003-10-22',29387,-1004.99,'Monthly payment #3',23231
19439,'2003-11-20',51512,-1004.99,'Monthly payment #4',23231
19439,'2003-12-22',87295,-901.03,'Monthly payment #5',23231
19439,'2003-06-18',51512,4921,'Order was shipped',23231
19440,'2003-05-11',51512,3030.99,'Order was shipped',23232
19440,'2004-07-11',34192,-506.41,'Monthly payment #6',25250
19440,'2004-06-08',29387,-433.51,'Monthly payment #5',25250
19440,'2004-05-09',34192,-506.41,'Monthly payment #4',25250
19440,'2004-04-10',34192,-506.41,'Monthly payment #3',25250
19440,'2004-03-08',29387,-442.96,'Monthly payment #2',25250
19440,'2004-02-08',46583,-506.41,'Monthly payment #1',25250
19440,'2003-06-13',87295,-3094.4501,'Single/final payment for purchase',23232
19440,'2004-08-06',51512,-506.4199,'Monthly payment #7',25250
19440,'2003-12-06',87295,3471.99,'Order was shipped',25250
19441,'2003-05-11',51512,-4892.98,'Single/final payment for purchase',23233
19441,'2003-04-10',15293,4892.99,'Order was shipped',23233
19442,'2003-04-17',87295,4203.13,'Order was shipped',23234
19442,'2003-05-20',51512,-4203.13,'Single/final payment for purchase',23234
19443,'2003-08-07',51512,-906.3501,'Monthly payment #3',23235
19443,'2004-12-07',51512,4903.6,'Order was shipped',27987
19443,'2003-07-10',15293,-906.36,'Monthly payment #2',23235
19443,'2003-06-08',46583,-875.48,'Monthly payment #1',23235
19443,'2003-04-06',87295,2688.2,'Order was shipped',23235
19443,'2005-01-07',51512,-4903.6,'Single/final payment for purchase',27987
19444,'2003-06-14',87295,4246.39,'Order was shipped',23236
19444,'2003-07-19',51512,-4246.41,'Single/final payment for purchase',23236
19445,'2003-06-16',51512,4436.5,'Order was shipped',23237
19445,'2003-07-16',51512,-4436.5,'Single/final payment for purchase',23237
19446,'2003-05-31',51512,-3137.35,'Single/final payment for purchase',23238
19446,'2005-01-09',87295,2933.58,'Order was shipped',27097
19446,'2003-04-26',87295,3137.35,'Order was shipped',23238
19446,'2005-02-09',51512,-2933.57,'Single/final payment for purchase',27097
19447,'2003-04-14',51512,5592.64,'Order was shipped',23239
19447,'2003-05-18',51512,-5592.64,'Single/final payment for purchase',23239
19448,'2003-09-15',34192,-1077.96,'Monthly payment #3',23240
19448,'2003-05-13',51512,3144.64,'Order was shipped',23240
19448,'2003-07-17',29387,-988.73,'Monthly payment #1',23240
19448,'2003-08-15',89097,-1077.95,'Monthly payment #2',23240
17410,'2001-10-24',46583,-446.66,'Monthly payment #5',19653
17410,'2001-11-18',29387,-446.66,'Monthly payment #6',19653
17410,'2001-07-18',51512,-446.66,'Monthly payment #2',19653
17410,'2001-06-18',89097,-446.67,'Monthly payment #1',19653
17410,'2001-04-17',87295,3126.63,'Order was shipped',19653
17410,'2001-08-20',46583,-446.66,'Monthly payment #3',19653
17411,'2001-01-30',51512,4341.25,'Order was shipped',19654
17411,'2001-03-07',51512,-4341.24,'Single/final payment for purchase',19654
17412,'2001-06-16',87295,4360,'Order was shipped',19655
17412,'2001-07-18',51512,-4360,'Single/final payment for purchase',19655
17413,'2001-06-20',51512,-4171.27,'Single/final payment for purchase',19656
17413,'2001-05-21',51512,4171.25,'Order was shipped',19656
17414,'2001-08-20',51512,4098,'Order was shipped',19657
17414,'2001-09-28',51512,-4098,'Single/final payment for purchase',19657
17415,'2001-07-21',51512,4119.2,'Order was shipped',19658
17415,'2001-08-23',51512,-4119.19,'Single/final payment for purchase',19658
17416,'2001-04-07',15293,4186,'Order was shipped',19659
17416,'2001-07-09',89097,-2048.9,'Monthly payment #2',19659
17416,'2001-06-09',98766,-2137.09,'Monthly payment #1',19659
17417,'2001-01-29',29387,2638.8,'Order was shipped',19660
17417,'2001-02-27',89097,-2719.07,'Single/final payment for purchase',19660
17417,'2002-06-24',51512,4219.6,'Order was shipped',20821
17417,'2002-07-27',89097,-4139.32,'Single/final payment for purchase',20821
17418,'2001-08-09',89097,-4225.19,'Single/final payment for purchase',19661
17418,'2001-07-04',87295,4225.2,'Order was shipped',19661
17419,'2001-06-25',29387,3083.5,'Order was shipped',19662
17419,'2001-07-27',89097,-3083.5,'Single/final payment for purchase',19662
17420,'2001-02-17',29387,3158.8,'Order was shipped',19663
17420,'2001-03-20',89097,-3158.8,'Single/final payment for purchase',19663
17421,'2001-04-04',89097,4175.5,'Order was shipped',19664
17421,'2001-05-05',89097,-4175.52,'Single/final payment for purchase',19664
17422,'2002-01-29',46583,-714.63,'Monthly payment #2',20004
17422,'2002-03-04',46583,-682.53,'Monthly payment #3',20004
17422,'2002-03-30',98766,-688.6099,'Monthly payment #4',20004
17422,'2002-01-01',34192,-714.63,'Monthly payment #1',20004
17422,'2001-10-30',87295,2832.5,'Order was shipped',20004
17422,'2001-06-23',29387,3480.62,'Order was shipped',19665
17422,'2001-07-22',89097,-3512.71,'Single/final payment for purchase',19665
17423,'2001-03-13',51512,4168.09,'Order was shipped',19666
17423,'2001-04-12',89097,-4157.88,'Single/final payment for purchase',19666
17423,'2004-01-09',29387,4435.59,'Order was shipped',25290
17423,'2004-02-16',89097,-4445.78,'Single/final payment for purchase',25290
17424,'2001-07-03',51512,2933.29,'Order was shipped',19667
17424,'2001-08-02',89097,-2933.28,'Single/final payment for purchase',19667
17425,'2001-01-25',29387,4338.54,'Order was shipped',19668
17425,'2001-04-28',98766,-2169.27,'Monthly payment #2',19668
17425,'2001-03-26',29387,-2169.26,'Monthly payment #1',19668
17426,'2001-07-03',89097,3094,'Order was shipped',19669
17426,'2001-08-06',98766,-3094,'Single/final payment for purchase',19669
17427,'2003-04-17',98766,-4939.14,'Single/final payment for purchase',22881
17427,'2001-04-03',15293,3899.99,'Order was shipped',19670
17427,'2001-05-05',98766,-3570.83,'Single/final payment for purchase',19670
17427,'2003-03-15',87295,4609.99,'Order was shipped',22881
17428,'2002-12-08',29387,3886.33,'Order was shipped',21815
17428,'2002-06-07',98766,-2813.82,'Single/final payment for purchase',20935
17428,'2002-05-05',51512,2817.33,'Order was shipped',20935
17428,'2001-05-05',51512,3148.72,'Order was shipped',19671
17428,'2003-01-10',98766,-3879.74,'Single/final payment for purchase',21815
17428,'2001-06-09',98766,-3158.81,'Single/final payment for purchase',19671
17429,'2001-09-22',34192,-597.44,'Monthly payment #3',19672
17429,'2001-11-22',51512,-597.4299,'Monthly payment #5',19672
17429,'2001-10-22',98766,-597.44,'Monthly payment #4',19672
17429,'2001-08-18',29387,-597.44,'Monthly payment #2',19672
17429,'2001-05-18',87295,2925.99,'Order was shipped',19672
17429,'2001-07-18',51512,-536.24,'Monthly payment #1',19672
17430,'2001-08-11',15293,4249.99,'Order was shipped',19673
17430,'2001-09-10',51512,-4249.98,'Single/final payment for purchase',19673
17431,'2001-08-18',29387,3544.89,'Order was shipped',19674
17431,'2001-09-20',51512,-3544.88,'Single/final payment for purchase',19674
17432,'2001-07-30',29387,2676.17,'Order was shipped',19675
17432,'2001-08-31',51512,-2676.17,'Single/final payment for purchase',19675
17433,'2001-08-14',51512,-2647.29,'Single/final payment for purchase',19676
17433,'2001-07-12',87295,2647.29,'Order was shipped',19676
17434,'2001-09-16',51512,-2894.49,'Single/final payment for purchase',19677
17434,'2001-08-16',87295,2894.5,'Order was shipped',19677
17435,'2001-01-19',89097,2944.3,'Order was shipped',19678
17435,'2001-03-22',46583,-1472.15,'Monthly payment #1',19678
17435,'2001-04-19',46583,-1472.15,'Monthly payment #2',19678
17436,'2001-04-05',87295,2779.99,'Order was shipped',19679
17436,'2001-05-08',46583,-2779.98,'Single/final payment for purchase',19679
17437,'2002-03-28',15293,-372.06,'Monthly payment #4',19835
17437,'2002-07-24',34192,-372.0398,'Monthly payment #8',19835
17437,'2002-06-25',46583,-283.98,'Monthly payment #7',19835
17437,'2002-04-20',87295,-372.06,'Monthly payment #5',19835
17437,'2002-02-21',29387,-372.06,'Monthly payment #3',19835
17437,'2001-12-25',51512,-372.0702,'Monthly payment #1',19835
17437,'2001-10-22',15293,2888.39,'Order was shipped',19835
17437,'2001-06-29',98766,-4209.86,'Single/final payment for purchase',19680
17437,'2001-05-28',51512,4084.4,'Order was shipped',19680
17437,'2002-01-21',51512,-372.06,'Monthly payment #2',19835
17437,'2002-05-27',89097,-246.61,'Monthly payment #6',19835
17438,'2001-06-06',34192,-518.19,'Monthly payment #1',19681
17438,'2002-02-06',87295,-518.1702,'Monthly payment #8',19681
17438,'2002-01-10',51512,-432.69,'Monthly payment #7',19681
17438,'2001-12-04',34192,-518.19,'Monthly payment #6',19681
17438,'2001-11-05',34192,-518.19,'Monthly payment #5',19681
17438,'2001-10-08',34192,-518.19,'Monthly payment #4',19681
17438,'2001-07-04',87295,-518.19,'Monthly payment #2',19681
17438,'2001-04-05',51512,4060,'Order was shipped',19681
17438,'2001-09-07',87295,-518.19,'Monthly payment #3',19681
17439,'2001-05-21',87295,3704.74,'Order was shipped',19682
17439,'2001-06-21',87295,-3704.74,'Single/final payment for purchase',19682
17440,'2001-06-09',87295,-3406.25,'Single/final payment for purchase',19683
17440,'2002-12-16',51512,2981.25,'Order was shipped',21833
17440,'2003-01-18',87295,-2981.25,'Single/final payment for purchase',21833
17440,'2001-05-03',87295,3406.25,'Order was shipped',19683
17441,'2001-05-09',89097,2981.24,'Order was shipped',19684
17441,'2001-06-14',87295,-2981.23,'Single/final payment for purchase',19684
17442,'2001-02-14',15293,3008.64,'Order was shipped',19685
17442,'2001-08-15',98766,-752.1499,'Monthly payment #4',19685
17442,'2001-07-15',15293,-752.16,'Monthly payment #3',19685
17442,'2001-04-17',46583,-752.16,'Monthly payment #1',19685
17442,'2001-06-16',98766,-752.16,'Monthly payment #2',19685
17443,'2001-06-01',87295,-435.94,'Monthly payment #1',19686
17443,'2001-11-25',87295,-234.3602,'Monthly payment #7',19686
17443,'2001-10-27',51512,-435.94,'Monthly payment #6',19686
17443,'2001-09-26',34192,-435.94,'Monthly payment #5',19686
17443,'2001-08-28',51512,-435.94,'Monthly payment #4',19686
17443,'2001-07-03',51512,-435.94,'Monthly payment #2',19686
17443,'2001-03-27',29387,2850,'Order was shipped',19686
17443,'2001-07-30',34192,-435.94,'Monthly payment #3',19686
17444,'2001-05-04',87295,4448.5,'Order was shipped',19687
17444,'2001-06-08',87295,-4448.49,'Single/final payment for purchase',19687
17445,'2001-09-12',87295,3870,'Order was shipped',19688
17445,'2001-10-11',87295,-3870,'Single/final payment for purchase',19688
17446,'2001-04-17',29387,3395.62,'Order was shipped',19689
17446,'2001-05-17',87295,-3395.62,'Single/final payment for purchase',19689
17447,'2001-05-29',15293,3512.72,'Order was shipped',19690
18072,'2002-08-14',15293,4115.6,'Order was shipped',21329
18072,'2002-09-14',46583,-4115.6,'Single/final payment for purchase',21329
18073,'2002-07-24',29387,4501,'Order was shipped',21330
18073,'2005-01-28',46583,-3850,'Single/final payment for purchase',27982
18073,'2002-08-25',46583,-4500.99,'Single/final payment for purchase',21330
18073,'2004-12-29',87295,3850,'Order was shipped',27982
18074,'2002-08-12',15293,4317.1,'Order was shipped',21331
18074,'2002-09-17',46583,-4317.12,'Single/final payment for purchase',21331
18075,'2002-08-04',89097,4204,'Order was shipped',21332
18075,'2002-10-06',87295,-2126.38,'Monthly payment #1',21332
18075,'2002-11-03',89097,-2077.62,'Monthly payment #2',21332
18076,'2002-07-07',87295,2863,'Order was shipped',21333
18076,'2002-08-09',89097,-2863,'Single/final payment for purchase',21333
18077,'2002-09-25',89097,-2965.75,'Single/final payment for purchase',21334
18077,'2002-08-22',51512,2965.75,'Order was shipped',21334
18078,'2002-07-31',89097,-3629.49,'Single/final payment for purchase',21335
18078,'2002-07-02',29387,3629.5,'Order was shipped',21335
18079,'2002-08-28',51512,-435.8,'Monthly payment #1',21336
18079,'2002-09-24',34192,-485.75,'Monthly payment #2',21336
18079,'2002-11-01',46583,-485.75,'Monthly payment #3',21336
18079,'2002-11-29',46583,-485.75,'Monthly payment #4',21336
18079,'2002-12-28',89097,-485.75,'Monthly payment #5',21336
18079,'2002-06-27',87295,2378.8,'Order was shipped',21336
18080,'2002-08-16',51512,1924.99,'Order was shipped',21337
18080,'2002-10-21',89097,-951.55,'Monthly payment #1',21337
18080,'2002-11-18',34192,-973.43,'Monthly payment #2',21337
18081,'2002-08-28',51512,2389.19,'Order was shipped',21338
18081,'2002-09-30',34192,-2389.18,'Single/final payment for purchase',21338
18082,'2002-09-07',34192,-3376.28,'Single/final payment for purchase',21339
18082,'2002-08-03',87295,3376.29,'Order was shipped',21339
18083,'2002-07-18',51512,4150,'Order was shipped',21340
18083,'2002-08-20',34192,-4150,'Single/final payment for purchase',21340
18084,'2002-08-13',87295,2472.39,'Order was shipped',21341
18084,'2002-09-14',34192,-2472.38,'Single/final payment for purchase',21341
18085,'2002-08-24',51512,4259.5,'Order was shipped',21342
18085,'2002-09-26',34192,-4259.5,'Single/final payment for purchase',21342
18086,'2002-09-02',34192,-2359.6,'Single/final payment for purchase',21343
18086,'2002-07-31',51512,2359.6,'Order was shipped',21343
18087,'2002-08-30',51512,3471.99,'Order was shipped',21344
18087,'2002-09-29',34192,-3471.98,'Single/final payment for purchase',21344
18088,'2002-08-30',51512,2365.14,'Order was shipped',21345
18088,'2002-09-30',34192,-2365.13,'Single/final payment for purchase',21345
18089,'2002-07-17',87295,2449.99,'Order was shipped',21346
18089,'2002-08-21',34192,-2449.98,'Single/final payment for purchase',21346
18090,'2002-09-05',34192,-3399.99,'Single/final payment for purchase',21347
18090,'2002-08-05',87295,3399.99,'Order was shipped',21347
18091,'2002-08-31',34192,-3350,'Single/final payment for purchase',21348
18091,'2002-07-29',87295,3350,'Order was shipped',21348
18092,'2002-07-19',29387,2719.99,'Order was shipped',21349
18092,'2002-08-22',34192,-2719.99,'Single/final payment for purchase',21349
18093,'2002-08-14',87295,2306.5,'Order was shipped',21350
18093,'2002-09-16',34192,-2306.5,'Single/final payment for purchase',21350
18094,'2002-09-02',34192,-4323.19,'Single/final payment for purchase',21351
